val,length
65.95682894427149,16
42.83469216082113,32
29.95092433225881,64
22.70665411376875,128
18.59089664663186,256
16.114801130476586,512
14.609819800225965,1024
13.69471008542697,2048
13.158140188257496,4096
13.987243627735314,8192
24.02082931068215,16384
148.2002523323313,32768
