val,length
34.562022308334896,16
33.156860368319805,32
17.67351983269327,64
16.767119920490057,128
12.416595715555529,256
7.035559228557069,512
5.881213001087414,1024
6.6302760829243965,2048
7.348511843043646,4096
7.12344334609023,8192
10.31455717051745,16384
