val,length
44.92676220044694,16
17.944544714297884,32
14.082177505593902,64
11.476561621470545,128
17.830405329318783,256
9.968557674312121,512
8.656102333316612,1024
6.893940220955489,2048
6.6458531456728505,4096
8.503510694218663,8192
30.080075413250512,16384
148.03300247865852,32768
