val,length
58.857285728231346,16
37.254666610380205,32
25.666742918958718,64
19.330605515518947,128
15.791822848903157,256
13.720118847135202,512
12.480839372184107,1024
11.714533045653582,2048
11.254957512874174,4096
11.907548188136435,8192
18.349788949404445,16384
