val,length
53.679157401674686,16
35.07271341882008,32
24.84759626316043,64
13.771490126340744,128
13.638895063598827,256
10.618820265037597,512
9.318935809565085,1024
8.483839424155732,2048
8.628210494920573,4096
10.674548936732705,8192
67.18320314767108,16384
