val,test,length
124.13367748401939,123.86490445392675,16
68.52562319265596,67.85303572194948,32
43.229485967202194,42.66493914255532,64
31.668513043071606,31.191695137969038,128
26.170504874913224,25.804327317322247,256
23.56415838412477,23.255201877562524,512
22.459733375786147,22.10629945667764,1024
21.9112945056432,21.558471915159032,2048
21.78905529925597,21.438063989310844,4096
22.17374080782657,21.83921373780018,8192
24.84159985980061,24.55726448956737,16384
