val,length
75.55412906629392,16
45.01359982027631,32
28.751941120855015,64
20.408196846085833,128
16.051556307705564,256
13.54292655773672,512
12.116314826830681,1024
11.305411498862961,2048
11.037852669961167,4096
17.795690676234106,8192
78.32712586135565,16384
