val,length
39.58324492080445,16
32.276991042112115,32
24.522594285125606,64
19.1101615899483,128
16.28570506374912,256
11.428645578999417,512
10.635917525560657,1024
10.860921552175414,2048
10.214090668930629,4096
10.90091800893399,8192
16.253006884163113,16384
33.22578850317765,32768
19460.394878355426,65536
