val,length
59.905020989894204,16
38.239167856549614,32
26.37278311758203,64
19.878969077225086,128
16.210457920912123,256
14.040152522244128,512
12.705407774740447,1024
11.912516730949225,2048
11.498960988356268,4096
13.073769664973044,8192
25.288368505804883,16384
102.55056227266101,32768
