val,length
30.01481656878904,16
20.125700492938986,32
14.084857007779947,64
9.222347789433055,128
7.8500426647595845,256
8.60655498321748,512
6.433704756402323,1024
6.995221909177875,2048
6.516896536228949,4096
20.366475143317395,8192
90.59956946387442,16384
