val,length
55.98311923193822,16
34.886062231559464,32
23.775448239929634,64
17.766345368331734,128
14.45876591281501,256
12.51042156106973,512
11.36646018763524,1024
10.65098929870155,2048
10.73031929015759,4096
25.524952792600423,8192
92.836332661863,16384
