val,test,length
113.86713865626044,113.68065525233541,16
62.21795817024462,61.643340644896305,32
38.83169519510587,38.37986213033359,64
28.237339345089893,27.91037066899459,128
23.287584867489123,23.06161510801618,256
21.000811025827637,20.804785499866696,512
20.022702472851968,19.788210455949866,1024
19.527026005677005,19.290717509030657,2048
19.347830567467604,19.12203612964396,4096
20.43371621137666,20.20414674720331,8192
45.01831240337312,45.13314576281991,16384
