val,length
82.29499307949018,16
55.231397019473064,32
39.56234402040299,64
30.377363811087566,128
24.949731881120982,256
21.768171481470226,512
19.823238232203245,1024
18.71554661881959,2048
18.084636957623857,4096
18.18528766904733,8192
20.530024307285466,16384
58.3717136129854,32768
45341.24754557016,65536
