val,test,length
117.28684741563853,117.30043071282977,16
63.2724558832097,62.72456503546528,32
39.14468479907497,38.70924997920085,64
28.406548644892265,28.06087140233167,128
23.272028789217956,23.026580830919343,256
20.850798620746602,20.635673316169868,512
19.81625472478421,19.565715051640108,1024
19.291044711532066,19.04039988939397,2048
19.146873230141985,18.897788439443318,4096
19.948145535891392,19.715554553791566,8192
26.179916912401254,26.180498587609275,16384
